,Comment,mean,cleaned,cleaned 2,final cleaned,Human Annotation
1158,what a great tool to minimize the thought of loosing one is lifetime of hard work the simplicity the reliability is second to none thanks for sharing this with u a lot ha been learnt kudos to you sir,,-1,0,-1,
1159,nyc sir,,-1,0,-1,
1160,nagode sir shamsu,,-1,0,-1,
1161,thanks for introducing me to drop box it is a great service app,,-1,0,-1,
1162,thank you for this sir it is indeed easy peasy,,-1,0,-1,
1163,very interesting introduction and lesson kudos sir what is the difference between drop box and google document is there any similarity,,-1,0,-1,
1164,public health resource it doe help thank you sir,,-1,0,-1,
1165,great question ufiene they are different application from different company dropbox allows you to store several different file which includes document while google ha something similar which is called google drive a for google doc it is an online word processor that can be used for collaboration and also storing your important information i hope this help,,-1,0,-1,
1166,thank you sir i have just downloaded the drop box pc and is simple and seamles to use the background make the lecture more interesting thank you sir,,-1,0,-1,
1167,glad it helped adam,,-1,0,-1,
1168,this is so insightful and educative thanks alot sir for this mentorship,,-1,0,-1,
1169,am glad you found it useful thanks hamza,,-1,0,-1,
1170,thanks for making the lecture practical and interesting,,-1,0,-1,
1171,you are so welcome huda,,-1,0,-1,
1172,nice,,-1,0,-1,
1173,ayuni,,-1,0,-1,
1174,thanks sir,,-1,0,-1,
1175,you are so welcome muhammad,,-1,0,-1,
1176,exciting lecture you make learning fun and easy i have downloaded the dropbox and saved some document there thank you so much,,-1,0,-1,
1177,nina,,-1,0,-1,
1178,thank you sir for the succinct video however i did not quite get how to collaborate with colleague using dropbox maybe a little more explanation would do,,-1,0,-1,
1179,great question dr with dropbox multiple individual can work on the same m word file for example and collaboratively complete work on a document there are lot of example i hope this help,,-1,0,-1,
1180,great stuff prof thanks,,-1,0,-1,
1181,my pleasure caleb,,-1,0,-1,
1182,you make it look easy and brief sir thank you,,-1,0,-1,
1183,so nice of you micheal,,-1,0,-1,
1184,just started using dropbox and this is the best and simplest explanation i have watched,,-1,0,-1,
1185,thank you so much rhoda i appreciate your feedback,,-1,0,-1,
1186,this is a good tool to store important document thank you sir,,-1,0,-1,
1187,that is correct sir let is keep it going,,-1,0,-1,
1188,awesome lecture sir i have used drop box for quite sometimes now save my credential and some secret message thank you sir,,-1,0,-1,
1189,nice one mc jones,,-1,0,-1,
1190,,,-1,0,-1,
1191,drop box here i come thank you sir,,-1,0,-1,
1192,i just got an extra 500mb using your link thank you sir can i keep getting extra 500mb upon referring people or it one off stuff,,-1,0,-1,
1193,awesome glad to know alice you can get up to a maximum of 16gb using the free version,,-1,0,-1,
1194,that is really cool will definitely utilize it henceforth thank you sir,,-1,0,-1,
1195,awesome glad to hear hauwa,,-1,0,-1,
1196,this is very interesting sir i am getting to hear about drop box for the first time and i really find this lecture educative on this subject,,-1,0,-1,
1197,wow this is amazing the lecture is so interesting i learnt a whole lot about dropbox thank you sir for the lecture,,-1,0,-1,
1198,very informative and interesting thank you,,-1,0,-1,
1199,this is good,,-1,0,-1,
1200,thank you,,-1,0,-1,
1201,wonderful explanation my storage work will be easy from today thank you sir,,-1,0,-1,
1202,am glad to know that this helped you,,-1,0,-1,
1203,this wa very nice and informative sir thank you new knowledge ha been gained,,-1,0,-1,
1204,awesome let is keep learning together chile,,-1,0,-1,
1205,very educating thank u sir,,-1,0,-1,
1206,glad to know i appreciate your feedback ma am,,-1,0,-1,
1207,dropbox is amazing and ha been saving life,,-1,0,-1,
1208,that is correct amira thank you for your feedback,,-1,0,-1,
1209,thank you sir for always making your lecture interesting for u please sir if i got you correctly the free version is just for 30days what happened after that sir,,-1,0,-1,
1210,no the basic version offer you 2gb for free forever the premium version is the one you can use free for 30 day and you start paying for space afterwards i hope this help,,-1,0,-1,
1211,nice lecture thank you very much sir,,-1,0,-1,
1212,thank you sir for this amazing information,,-1,0,-1,
1213,you are most welcome abdulmalik,,-1,0,-1,
1214,dr olokooba i keep learning new thing after watching your video thanks for impacting knowledge on u sir,,-1,0,-1,
1215,thank you sir enlightening,,-1,0,-1,
1216,glad to know olaewe,,-1,0,-1,
1217,good afternoon sir i really like the idear of not been scared when a device is out of battery why co one can access it real time and anywhere in the world that is a good one but must the device one is switching to have a dropbox folder already or when you click on a browser immediately you click on dropbox and fill in all your information what you have been working on pop up is that how it work i really like these term you use when giving your lecture hockey dockey ati choky and easy peasy lemon squeezy,,-1,0,-1,
1218,good day sir love this detailed guide i usually use google drive and one drive and icloud which are not very different from dropbox downloading dropbox with the link right away to add to my list of cloud thank you sir,,-1,0,-1,
1219,you are most welcome fatima,,-1,0,-1,
1220,thanks for the lecture sir,,-1,0,-1,
1221,thanks so much sir quit enriching value e,,-1,0,-1,
1222,i have to install this dropbox thank you for your lecture sir,,-1,0,-1,
1223,thank you sir,,-1,0,-1,
1224,i like the way you make your video they are actually fun with the box literally dropping kinda cool well done sir,,-1,0,-1,
1225,very educative sir thank you,,-1,0,-1,
1226,simple and straight to the point a always i like your practical method of explaining thing,,-1,0,-1,
1227,thank you sir,,-1,0,-1,
1228,thank you sir again but no quiz attached to this sir,,-1,0,-1,
1229,sir aside our file picture and document can we also store some downloaded application on dropbox,,-1,0,-1,
1230,yes you can store anything digital a long a you have space for it,,-1,0,-1,
1231,thanks for the lecture sir i wish i knew this before december 2021 when my computer were stolen thanks for eye opener,,-1,0,-1,
1232,sorry about that sir now that you know about this try to use it well and let is continue learning together,,-1,0,-1,
1233,thank you sir,,-1,0,-1,
1234,you are most welcome adam,,-1,0,-1,
1235,amazingly interesting lecture well done sir learning is fun,,-1,0,-1,
1236,thank you cynthia,,-1,0,-1,
1237,am excited i can not wait to start thank you sir for making learning fun and that dropbox sound effect is wow,,-1,0,-1,
1238,thank you ada,,-1,0,-1,
1239,thanks for this tutorial video you are very enthusiastic about what you do i am usually curious when i see people who enjoy what they do it is commendable okie dokie artichokie kind regard p i am a one drive and google drive man,,-1,0,-1,
1240,thank you so much emeka one drive and google drive are super awesome too thank you sir for your feedback,,-1,0,-1,
1241,having your file stored with zero fear of losing them is great innovation thanks for the lecture,,-1,0,-1,
1242,that is right busayo,,-1,0,-1,
1243,thank you very much for the knowledge more win,,-1,0,-1,
1244,thank you too ramatu,,-1,0,-1,
1245,thank you very much for this very interesting lecture sir,,-1,0,-1,
1246,thank you too oche,,-1,0,-1,
1247,thank you sir for this wonderful lecture,,-1,0,-1,
1248,you are welcome,,-1,0,-1,
1249,this is beautiful thank you sir for the update and lecture i will definitely start up this,,-1,0,-1,
1250,great to know olorunjedalo,,-1,0,-1,
1251,i have always used dropbox but never knew about the referral function really insightful and interesting lecture,,-1,0,-1,
