,sequence,labels,scores,classified,Components List,label confidence score
1084,i like this despite the fact it is pretty useless to a lazy boy like myself battery life still suck compared to say the entire amazfit series that go past 2 or more week on a charge while still being very useful to the vast majority of folk i hope apple get that in future version great review marque,"['Software', 'Design Specifications', 'Advertising']","[0.3688851296901703, 0.3688367009162903, 0.26227813959121704]",Software,['battery'],0.3688851296901703
1085,those are not very good smartwatches though partial smartwatches maybe no full fledged smartwatch so far ha more than two and now three day of actual battery life,"['Design Specifications', 'Software', 'Advertising']","[0.5452306270599365, 0.24400965869426727, 0.21075968444347382]",Design Specifications,['battery'],0.5452306270599365
1086,69percent battery nice marque,"['Design Specifications', 'Advertising', 'Software']","[0.8675122857093811, 0.071842260658741, 0.0606454461812973]",Design Specifications,['battery'],0.8675122857093811
1087,if it were not so ugly and expensive i would be interested simply because of the battery life give me a non pro version with that battery apple,"['Design Specifications', 'Advertising', 'Software']","[0.42095208168029785, 0.32438763976097107, 0.25466033816337585]",Design Specifications,['battery'],0.42095208168029785
1088,yeah a 3 hour workout ai not gon na burn 2000 calorie that is like 80percent of a marathon buy garmin with a battery that can last over a month,"['Design Specifications', 'Advertising', 'Software']","[0.6502704620361328, 0.1870945245027542, 0.1626349836587906]",Design Specifications,['battery'],0.6502704620361328
1089,too bad i have stopped doing triathlons and recently got the series 8 and i got my garmin 945 with awesome battery life this is massive watch for my small wrist actually the normal series 8 is more wearable too,"['Design Specifications', 'Software', 'Advertising']","[0.5954017639160156, 0.22165927290916443, 0.18293897807598114]",Design Specifications,['battery'],0.5954017639160156
1090,i feel there is a limit to how smart a watch need to be i used to have an android based smart watch and the battery life wa poor now i have a garmin venu sq it doe all the fitness health tracking i need ha phone notification and medium control yet the battery last all week it is just the right amount of smart,"['Design Specifications', 'Software', 'Advertising']","[0.4096451699733734, 0.3550761044025421, 0.2352786660194397]",Design Specifications,['battery'],0.4096451699733734
1091,feel like the watch 5 pro is a better choice 90percent of the feature much better battery life and like half the price,"['Design Specifications', 'Advertising', 'Software']","[0.3772345781326294, 0.31345564126968384, 0.30930984020233154]",Design Specifications,['battery'],0.3772345781326294
1092,the bigger battery is nice but that thing look like too much of a chonker for my wrist,"['Design Specifications', 'Software', 'Advertising']","[0.5595220923423767, 0.2502112090587616, 0.19026672840118408]",Design Specifications,['battery'],0.5595220923423767
1093,can we just get a regular one with better battery life,"['Software', 'Design Specifications', 'Advertising']","[0.3951324224472046, 0.3435472249984741, 0.2613203227519989]",Software,['battery'],0.3951324224472046
1094,having worn sapphire crystal all my life the isapphire scratching at mohs scale 6 is a deal breaker for me i need a rugged watch for mountain biking like my fenix 6 i get two full week battery including weekend ride dual gps already and zero scratch on the screen after eighteen month,"['Design Specifications', 'Advertising', 'Software']","[0.5433344841003418, 0.23187120258808136, 0.22479431331157684]",Design Specifications,['battery'],0.5433344841003418
1095,i have the black stainless steel series 4 and there is not a single mark anywhere on it after four year my mom ha a regular aluminum series 5 and it is covered in surface wear micro scratch all over the screen i can not speak for how well it would hold up in heavy outdoors activity i am very much an inside person but for normal use the sapphire crystal is far more durable than the glass in the regular watch i have been looking at getting a new one maybe this year or next year but probably next year i still get two day out of my battery with my light use,"['Design Specifications', 'Software', 'Advertising']","[0.452820360660553, 0.37517064809799194, 0.17200897634029388]",Design Specifications,['battery'],0.452820360660553
1096,i know is not possible due to battery size but i wish there wa a smaller one,"['Design Specifications', 'Software', 'Advertising']","[0.4427277445793152, 0.32880669832229614, 0.22846554219722748]",Design Specifications,['battery'],0.4427277445793152
1097,69percent battery nice hahaha,"['Design Specifications', 'Software', 'Advertising']","[0.6379340887069702, 0.18909887969493866, 0.1729670763015747]",Design Specifications,['battery'],0.6379340887069702
1098,i guess you have an inevitable relationship with 69percent battery in your life,"['Design Specifications', 'Software', 'Advertising']","[0.4465579390525818, 0.31487491726875305, 0.23856714367866516]",Design Specifications,['battery'],0.4465579390525818
1099,1 11 my ptsd kicked in when i heard that low battery sound just suck to hear it on your airpods,"['Design Specifications', 'Software', 'Advertising']","[0.42402926087379456, 0.37366539239883423, 0.2023053914308548]",Design Specifications,['battery'],0.42402926087379456
1100,richard blahou ek a a hunter hiker i bought a garmin fenix 6 sapphire to replace my apple watch i got so tired of having to charge it my hunting buddy ha a garmin and i got jealous of his battery life and never needing to charge i can go 15 day without charging and that includes sleep monitoring my mind is blown,"['Design Specifications', 'Software', 'Advertising']","[0.6627064347267151, 0.22386397421360016, 0.11342959105968475]",Design Specifications,['battery'],0.6627064347267151
1101,that is really good battery life damn,"['Design Specifications', 'Software', 'Advertising']","[0.6799827814102173, 0.19778530299663544, 0.1222318708896637]",Design Specifications,['battery'],0.6799827814102173
1102,damn that battery backup,"['Design Specifications', 'Advertising', 'Software']","[0.4676141142845154, 0.30044692754745483, 0.2319389134645462]",Design Specifications,['battery'],0.4676141142845154
1103,been waiting for this review i just wish that battery life wa a little longer do not get me wrong 2 day is a good amount but i just want 5 7 day battery life p awesome content a always though and i will defiantly be looking to buy at some point soon,"['Advertising', 'Software', 'Design Specifications']","[0.4495777487754822, 0.29508891701698303, 0.2553333044052124]",Advertising,['battery'],0.4495777487754822
1104,keaton anderson i would fully take a few le of the smart feature for that longer battery life garmin style they last 4 5 day,"['Software', 'Design Specifications', 'Advertising']","[0.4501284062862396, 0.29733794927597046, 0.25253361463546753]",Software,['battery'],0.4501284062862396
1105,keaton anderson fr 5 7 day battery life is insane something that doesnt exist in any piece of tech anywhere,"['Design Specifications', 'Software', 'Advertising']","[0.40831658244132996, 0.3543541729450226, 0.23732918500900269]",Design Specifications,['battery'],0.40831658244132996
