,title,rating,comment,timestamp,Sentiment,Sentiment Confidence Score
608,DO NOT BUY!,1.0,"i bought this because i lost my apple watch. i did not want to spend a crazy amount of money and read the reviews thinking it was a good idea! apple watch was locked! contacted seller but they couldn’t do anything. also the bands for this watch are so cheap and do not fit correctly…..so i went to best buy to buy the same exact watch which i should’ve just done in the first place. definitely don’t waste your money just go somewhere reputable like the apple store, your phone carrier or any electronic retail store that has good standing! honestly very frustrating because amazon should be a trustworthy place to buy things……","April 8, 2023",NEGATIVE,0.9993798732757568
609,"everything is perfect 100% recommend, everything was v easy to set up",5.0,"i liked everything! the battery life is great, the mobile set up was amazing and it’s very easy to configure, all around a great product for the low price!","August 11, 2022",POSITIVE,0.9993938207626343
610,Great condition,5.0,"Everything worked well, even though it was refurbished.","October 4, 2022",POSITIVE,0.9984230995178223
611,Just like brand new!,5.0,This arrived in original Apple Watch packaging. Screen and watch is completely flawless. Works like a dream. I’m so happy I purchased this! You can not tell at all that it’s refurbished,"July 13, 2022",POSITIVE,0.9998016953468323
612,It's just like a brand new watch!,5.0,There is nothing to dislike and I'm 74 and really want perfection when I spend money.,"September 8, 2022",POSITIVE,0.999101996421814
613,Poor battery life,3.0,The battery only lasted about 5 hours so I had to return the watch unfortunately.,"September 29, 2022",NEGATIVE,0.9995484948158264
614,No scratches and 100% battery life,5.0,"I’m very happy with my purchase, the Apple Watch didn’t come in the original box but all the accessories were original. It didn’t have any scratches, battery life was 100%. Unfortunately, I had an error because I couldn’t activate the watch using my phone, it said “Unable to Check for Updates” but I went to an Apple Store and they kindly help me to solve and it works perfectly now. The product is literally new and it helped me save a couple of dollars. I would totally recommend buying Amazon renewed products, it worths the price.","November 7, 2021",POSITIVE,0.999376118183136
615,Very pleased with this watch,5.0,"I bought this watch refurbished, it is excellent. I have nothing negative to say. I wear it everyday.","September 1, 2022",POSITIVE,0.9997231364250183
616,Ok,2.0,"Basic,  not much to it","March 25, 2023",NEGATIVE,0.9996148347854614
617,Excellent value,5.0,This was a gift for my grand daughter. All was good  but delivery did not adhere to instructions,"August 19, 2022",NEGATIVE,0.9946414232254028
618,Works like it’s brand new!!!,5.0,Love this watch!!! I was nervous to buy it at first because I’ve never tried the refurbished program but it went swimmingly!,"August 6, 2022",POSITIVE,0.9937689900398254
619,Got What I Wanted,5.0,The watch I received came pretty much brand new in undamaged separate pieces in bubble wrap. I was able to put it together and pair it with my iPhone easily. The battery capacity is still at 100% after a week. It’s like I got a new Apple Watch SE for almost half the price. Thank you!,"March 20, 2022",POSITIVE,0.9894116520881653
620,Came in good condition,5.0,It’s came in the original box so I liked that it was a little difficult to connect it but I got it. Didn’t come with any scratches or scrapes. It feels good on the hand. Thank you to my aunt for buying it for me as a gift.,"April 19, 2022",POSITIVE,0.9990623593330383
621,All good used watch,5.0,Item arrived as described so far very good. In original packaging apple was able to get battery charged to 100% no issues or concerns yet- have only had item for 2 days. Great value for $ like new,"May 25, 2022",POSITIVE,0.9982282519340515
622,It works like brand new ! Good condition. Great Battery Life. Great Product for Great Price.,5.0,I love it!!! Works excellent. Definitely worth the purchase . :))),"September 1, 2022",POSITIVE,0.9998747110366821
623,Very good,5.0,I love mine. It’s pretty and functional. Exactly what I need it at affordable price.,"August 12, 2022",POSITIVE,0.9998598098754883
624,Battery life sucks,3.0,Battery life was not long lasting and came scratched,"August 30, 2022",NEGATIVE,0.9988351464271545
625,I CAN SEE!,5.0,"I recently purchased the iWatch Series 3. Liked it, but the iWatch SE has better battery life. Most impressive is that everything on screen seems larger- I can read the news, texts,, books etc…I can appreciate being able to see the many features offered by this watch. Easy pairing and transfer of information from the 3. Thank you to all who conceptualize thourgh production to the market.","January 18, 2022",POSITIVE,0.9990699887275696
626,Exactly what I needed,5.0,Amazing,"September 22, 2022",POSITIVE,0.999875545501709
627,Like new,5.0,The Apple Watch SE came in the original packaging. The watch band box had never been opened. The watch was easy to set up and not connected to anyone’s ID as mentioned in previous posts. The battery life is at 100%. The watch itself looked brand new. I added a different band and a protector so I don’t scratch it. All in all this was a great deal and it’s been working great in the week that I’ve had it.,"October 7, 2021",POSITIVE,0.8277827501296997
628,I’m not so sure about “excellent” condition,2.0,"I know this watch is refurbished, but slapping that excellent condition on there, is just not right. I was so excited to receive my watch, but when I got it , there was so many scratches on it, ruining the display. Super sad. Should have spent the extra $ to get a new one. There is also a problem with the screen display internally making the screen look wonky at times. Not worth it. Get the real one not this.","September 20, 2022",NEGATIVE,0.9997690320014954
629,Battery died in 5 hours,3.0,Bad battery,"September 8, 2022",NEGATIVE,0.9997547268867493
630,Amazing deal,5.0,This is the way to go. Budget friendly and cannot tell the difference between a brand new watch and one of these. Excellent deal.,"June 6, 2022",POSITIVE,0.9990383386611938
631,Perfect choice !,5.0,"A Brand new  product, it’s  just amazing!!","August 8, 2022",POSITIVE,0.9998883008956909
632,Very satisfied,5.0,i’m am very happy with my apple watch it was very easy to set up i have to admit i was scared when i saw it was refurbished but honestly i would buy electronics refurbished again,"April 3, 2022",POSITIVE,0.9912450909614563
633,a,5.0,no scratches yay,"September 5, 2022",NEGATIVE,0.6386967897415161
634,Matched expectations,5.0,"Got what we expected, a refurbished watch in good condition, battery life could be better but very happy with price/quality","May 29, 2022",POSITIVE,0.9990346431732178
635,Great watch,5.0,"I absolutely love this watch. It came in pretty quickly and there was nothing wrong with it. There are no scratches or marks on it and when I fully charge it, it's lasts me 2 days without needing to charge it every night. I've had it for over a month and haven't have a single issue with it. Over all I would definitely recommend.","November 13, 2021",POSITIVE,0.9994171857833862
636,Fast shipping,5.0,"Haven’t used it much yet, but I anticipate I’ll love it as much as I did the one I lost two years ago. Great price, fast shipping. Arrived a day early.","April 7, 2022",POSITIVE,0.9997442364692688
637,Pantalla dañada,1.0,"Yo la verdad me dejé guiar por los buenos comentarios y las fotos, pero desafortunadamente no fue mi caso, la pantalla estaba completamente dañada, eso fue el único problema porque de ahí todo funciona perfectamente. me comuniqué con el vendedor varias veces pero no daba solución y no podía obtener un reemplazo ni nada. En fin sólo comento mi experiencia con este Apple Watch y el vendedor.","March 28, 2023",NEGATIVE,0.9528851509094238
